Response No.,Tab No.,Survey Date,AC Name,Mandal Name,Village Name
780,212,7/1/2015,Nandigama,Kanchikacherla,Moguluru
786,262,6/10/2015,Mylavaram,Reddygudem,Intermediate
786,89,6/30/2015,Jaggaiahpeta,Vatsavai,Lingala
787,292,6/27/2015,Jaggaiahpeta,Nadigama,Gollamudi
787,22,7/10/2015,Intermediate,Intermediate,Intermediate
793,248,7/10/2015,Nandigama,Chanderlapadu,Thurlapadu
795,316,6/30/2015,Jaggaiahpeta,Nadigama,Gollamudi
795,373,6/26/2015,Mylavaram,Mylavaram,Chandragudem
795,213,7/16/2015,Nandigama,Kanchikacherla,Kanchikacherla
796,386,6/1/2015,Tiruvuru,A.Konduru,Polishettipadu
796,360,6/13/2015,Mylavaram,Mylavaram,Intermediate
796,191,6/27/2015,Mylavaram,G. Konduru,Chevuturu
798,147,5/31/2015,Jaggaiahpeta,Jaggaiahpeta,Takkellapadu
798,257,6/28/2015,Jaggaiahpeta,Vatsavai,Magollu
798,392,6/17/2015,Tiruvuru,A.Konduru,Madhavaram
799,349,6/30/2015,Tiruvuru,Tiruvuru,Kokilampadu
802,388,6/12/2015,Tiruvuru,A.Konduru,Khampampadu
804,359,6/3/2015,Mylavaram,Mylavaram,Chandrala
804,462,6/22/2015,Tiruvuru,Gampalagudem,SOBBALA
806,500,6/2/2015,Jaggaiahpeta,Penuganchiprolu,Sivapuram
806,152,7/19/2015,Nandigama,Chanderlapadu,Chanderlapadu
808,117,7/8/2015,Jaggaiahpeta,Intermediate,Intermediate
809,112,6/5/2015,Jaggaiahpeta,Vatsavai,Gopinenipalem
810,271,6/16/2015,Mylavaram,Reddygudem,Intermediate
810,177,6/15/2015,Mylavaram,G. Konduru,Kavuluru
811,467,5/30/2015,Tiruvuru,Gampalagudem,KANUMURU
812,34,7/7/2015,Tiruvuru,Vissannapeta,Vissannapeta
813,376,6/27/2015,Mylavaram,Mylavaram,Intermediate
814,322,5/22/2015,Tiruvuru,Tiruvuru,Laxmipuram
819,363,5/31/2015,Mylavaram,Mylavaram,Chandrala
819,38,7/6/2015,Tiruvuru,Gampalagudem,VUTUKURU
820,168,5/30/2015,Nandigama,Chanderlapadu,Kasarabada
821,123,6/27/2015,Nandigama,Veerullapadu,Konathalapalli
822,290,6/26/2015,Intermediate,Intermediate,Intermediate
822,123,6/25/2015,Nandigama,Veerullapadu,Konathalapalli
826,243,5/28/2015,Intermediate,Intermediate,Intermediate
826,237,6/5/2015,Jaggaiahpeta,Jaggaiahpeta,Gandrai
828,414,6/10/2015,Tiruvuru,Tiruvuru,Vavilala
831,448,6/17/2015,Tiruvuru,Gampalagudem,KONIJARAL
834,330,5/29/2015,Tiruvuru,Tiruvuru,Erukopadu
834,298,6/19/2015,Nandigama,Nandigama,Ambarupeta
836,486,5/29/2015,Jaggaiahpeta,Penuganchiprolu,Lingaguduam
836,370,6/24/2015,Mylavaram,Mylavaram,Chandragudem
836,265,6/26/2015,Intermediate,Intermediate,Intermediate
836,467,6/14/2015,Tiruvuru,Gampalagudem,GULLAPUDI
838,462,7/7/2015,Tiruvuru,Gampalagudem,VUTUKURU
839,340,5/26/2015,Intermediate,Intermediate,Intermediate
841,208,6/21/2015,Nandigama,Kanchikacherla,Keesara
841,313,6/23/2015,Jaggaiahpeta,Nadigama,Konduru
843,277,7/20/2015,Mylavaram,Ibrahimpatnam,Kondapalli
844,291,6/10/2015,Nandigama,Nandigama,Aithavaram
851,196,5/31/2015,Mylavaram,G. Konduru,Duggiralapadu
851,265,6/17/2015,Mylavaram,Reddygudem,Intermediate
853,497,6/24/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
854,320,7/2/2015,Intermediate,Intermediate,Intermediate
855,351,6/13/2015,Mylavaram,Mylavaram,Intermediate
858,347,6/8/2015,Tiruvuru,Tiruvuru,Munukulla
859,26,6/2/2015,Tiruvuru,Gampalagudem,KANUMURU
859,283,6/13/2015,Mylavaram,Reddygudem,Intermediate
859,37,7/3/2015,Nandigama,Veerullapadu,Intermediate
862,187,6/26/2015,Mylavaram,G. Konduru,Chevuturu
862,463,7/6/2015,Tiruvuru,Gampalagudem,VUTUKURU
864,376,6/11/2015,Mylavaram,Mylavaram,Intermediate
865,337,6/4/2015,Tiruvuru,Tiruvuru,Rolupadi
867,288,6/11/2015,Mylavaram,Reddygudem,Intermediate
868,440,6/10/2015,Nandigama,Veerullapadu,Ponnavaram
869,26,6/22/2015,Tiruvuru,Gampalagudem,Intermediate
870,237,7/23/2015,Mylavaram,Ibrahimpatnam,Kondapalli
871,89,7/8/2015,Jaggaiahpeta,Vatsavai,Makkapeta
872,367,6/2/2015,Mylavaram,Mylavaram,Morsumalli
872,53,6/5/2015,Mylavaram,Ibrahimpatnam,Chilukuru
872,65,7/6/2015,Nandigama,Kanchikacherla,Paritala
873,172,6/26/2015,Mylavaram,G. Konduru,Kavuluru
875,273,5/28/2015,Mylavaram,Reddygudem,Kunaparajparva
876,43,6/23/2015,Tiruvuru,Vissannapeta,Intermediate
879,150,6/20/2015,Nandigama,Veerullapadu,Intermediate
879,323,6/12/2015,Tiruvuru,Tiruvuru,Vavilala
881,273,6/2/2015,Mylavaram,Reddygudem,Kunaparajparva
883,276,6/3/2015,Mylavaram,Reddygudem,Moddulaparva
883,157,6/7/2015,Jaggaiahpeta,Jaggaiahpeta,Mutyala
883,125,6/16/2015,Jaggaiahpeta,Vatsavai,Machinenipalem
883,47,7/7/2015,Intermediate,Intermediate,Intermediate
885,273,6/1/2015,Mylavaram,Reddygudem,Kunaparajparva
885,229,6/28/2015,Nandigama,Chanderlapadu,Veladi Kothapalem
887,297,5/23/2015,Nandigama,Nandigama,Chandapuram
889,466,6/1/2015,Tiruvuru,Gampalagudem,SATYALAPADU
893,317,7/16/2015,Nandigama,Veerullapadu,Alluru
897,371,5/21/2015,Mylavaram,Mylavaram,Tholukodu
897,380,5/21/2015,Mylavaram,Mylavaram,Ganapavaram
898,443,6/2/2015,Tiruvuru,Gampalagudem,AMMIREDDYGUDEM
898,232,6/23/2015,Intermediate,Intermediate,Intermediate
899,22,7/8/2015,Intermediate,Intermediate,Intermediate
900,12,6/26/2015,Tiruvuru,Vissannapeta,Tatakuntla
905,257,7/1/2015,Jaggaiahpeta,Vatsavai,Magollu
909,247,6/29/2015,Jaggaiahpeta,Jaggaiahpeta,S M Peta
909,451,7/1/2015,Tiruvuru,Gampalagudem,PENUGOLANU
910,189,6/11/2015,Mylavaram,G. Konduru,Chevuturu
912,71,6/13/2015,Mylavaram,Ibrahimpatnam,GunTupalli
912,197,7/4/2015,Mylavaram,G. Konduru,H.Muthalampadu
916,69,5/23/2015,Mylavaram,Ibrahimpatnam,Elaprolu
917,229,6/30/2015,Nandigama,Chanderlapadu,Veladi Kothapalem
917,129,7/16/2015,Jaggaiahpeta,Vatsavai,Vatsavai
917,172,7/25/2015,Intermediate,Intermediate,Intermediate
918,394,6/29/2015,Tiruvuru,A.Konduru,Ramachandrapuram
918,213,6/30/2015,Nandigama,Kanchikacherla,Moguluru
923,164,6/28/2015,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
924,364,7/2/2015,Mylavaram,Mylavaram,mylavaram
925,430,6/23/2015,Intermediate,Intermediate,Intermediate
928,407,6/24/2015,Tiruvuru,A.Konduru,Ramachandrapuram
928,477,6/29/2015,Jaggaiahpeta,Penuganchiprolu,Intermediate
929,141,6/15/2015,Intermediate,Intermediate,Intermediate
929,84,6/16/2015,Mylavaram,Ibrahimpatnam,Kachavaram
929,469,6/13/2015,Tiruvuru,Gampalagudem,KONIJARAL
933,136,6/2/2015,Jaggaiahpeta,Vatsavai,Indugapalli
934,214,7/8/2015,Nandigama,Kanchikacherla,Kanchikacherla
936,251,6/28/2015,Nandigama,Chanderlapadu,Bobbillapadu
937,255,6/28/2015,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
938,360,6/5/2015,Mylavaram,Mylavaram,k.r.gudem
939,124,6/9/2015,Jaggaiahpeta,Vatsavai,Vemulanarva
944,218,5/21/2015,Nandigama,Kanchikacherla,Kunikinapadu
944,367,7/2/2015,Mylavaram,Mylavaram,mylavaram
944,354,6/30/2015,Mylavaram,Mylavaram,mylavaram
946,19,6/5/2015,Jaggaiahpeta,Vatsavai,Gopinenipalem
948,191,6/26/2015,Mylavaram,G. Konduru,Chevuturu
948,183,7/14/2015,Mylavaram,Ibrahimpatnam,Kondapalli
951,481,6/22/2015,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
952,72,6/1/2015,Mylavaram,Ibrahimpatnam,Elaprolu
952,254,7/23/2015,Nandigama,Chanderlapadu,Chanderlapadu
953,326,7/3/2015,Tiruvuru,Tiruvuru,G.Kothuru
955,326,5/24/2015,Tiruvuru,Tiruvuru,Laxmipuram
955,169,5/31/2015,Nandigama,Veerullapadu,Chowtapalli
958,296,6/14/2015,Jaggaiahpeta,Nadigama,Jonnalagadda
961,167,6/6/2015,Intermediate,Intermediate,Intermediate
962,104,6/8/2015,Mylavaram,Vijayawada (R),Kottur tadepalli
962,9,7/16/2015,Nandigama,Kanchikacherla,Kanchikacherla
964,57,5/27/2015,Mylavaram,Ibrahimpatnam,Thummalapalem
967,272,6/7/2015,Mylavaram,Reddygudem,Intermediate
969,181,7/9/2015,Mylavaram,G. Konduru,Velagaleru
970,292,6/19/2015,Jaggaiahpeta,Nadigama,Rudravaram
970,281,6/23/2015,Mylavaram,Reddygudem,Reddygudem
970,294,7/12/2015,Intermediate,Intermediate,Intermediate
971,31,6/7/2015,Tiruvuru,Gampalagudem,GADEVARIGUDEM
971,25,6/24/2015,Tiruvuru,Gampalagudem,TUNIKIPADU
973,480,6/3/2015,Jaggaiahpeta,Penuganchiprolu,venkatapuram
976,313,6/14/2015,Jaggaiahpeta,Nadigama,Jonnalagadda
976,221,6/11/2015,Nandigama,Chanderlapadu,Chinthalapadu
978,128,6/10/2015,Jaggaiahpeta,Vatsavai,Kambhampadu
978,327,6/28/2015,Tiruvuru,Tiruvuru,Peddavaram
980,344,6/4/2015,Tiruvuru,Tiruvuru,Munukulla
981,192,6/28/2015,Mylavaram,G. Konduru,Velaturu
983,467,6/26/2015,Tiruvuru,Gampalagudem,LINGALA
985,458,6/24/2015,Tiruvuru,Gampalagudem,SOBBALA
985,396,6/27/2015,Tiruvuru,A.Konduru,Intermediate
985,240,7/8/2015,Nandigama,Chanderlapadu,Thurlapadu
985,125,7/15/2015,Jaggaiahpeta,Vatsavai,Makkapeta
986,163,7/21/2015,Nandigama,Chanderlapadu,Chanderlapadu
987,110,6/22/2015,Nandigama,Veerullapadu,Intermediate
988,306,6/18/2015,Jaggaiahpeta,Nadigama,Jonnalagadda
990,9,6/24/2015,Nandigama,Kanchikacherla,Moguluru
990,172,7/7/2015,Mylavaram,G. Konduru,G.kondur
991,224,5/23/2015,Nandigama,Kanchikacherla,Perakalapadu
994,242,6/30/2015,Jaggaiahpeta,Vatsavai,Magollu
997,152,6/28/2015,Nandigama,Chanderlapadu,Bobbillapadu
998,26,6/24/2015,Tiruvuru,Gampalagudem,Intermediate
1000,345,5/30/2015,Intermediate,Intermediate,Intermediate
1000,400,6/26/2015,Tiruvuru,A.Konduru,Intermediate
1002,56,6/7/2015,Tiruvuru,Gampalagudem,ARLAPADU
1004,206,6/2/2015,Nandigama,Veerullapadu,Chennarao Palem
1005,362,5/26/2015,Mylavaram,Mylavaram,Ganapavaram
1005,183,6/26/2015,Mylavaram,G. Konduru,Velaturu
1011,293,6/10/2015,Jaggaiahpeta,Nadigama,Ramireddy palli
1011,22,6/24/2015,Nandigama,Veerullapadu,Dodda Devara Padu
1012,169,6/11/2015,Nandigama,Veerullapadu,Ponnavaram
1016,489,5/31/2015,Jaggaiahpeta,Penuganchiprolu,Kollikulla
1016,373,6/12/2015,Mylavaram,Mylavaram,Chandragudem
1016,489,6/30/2015,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
1018,221,7/9/2015,Nandigama,Intermediate,Intermediate
1022,477,5/30/2015,Jaggaiahpeta,Penuganchiprolu,Lingaguduam
1022,495,6/26/2015,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
1023,451,5/24/2015,Tiruvuru,Gampalagudem,KANUMURU
1025,354,5/23/2015,Mylavaram,Mylavaram,Ganapavaram
1025,69,6/30/2015,Intermediate,Intermediate,Intermediate
1028,355,7/2/2015,Mylavaram,Mylavaram,mylavaram
1028,153,7/5/2015,Jaggaiahpeta,Jaggaiahpeta,Budavada
1030,359,6/4/2015,Mylavaram,Mylavaram,Chandrala
1031,387,6/2/2015,Tiruvuru,A.Konduru,Koduru
1035,309,7/23/2015,Intermediate,Intermediate,Intermediate
1038,212,7/13/2015,Nandigama,Kanchikacherla,Kanchikacherla
1040,23,6/25/2015,Nandigama,Veerullapadu,V.Annavaram
1043,496,5/23/2015,Jaggaiahpeta,Penuganchiprolu,Totacharla
1043,95,5/24/2015,Jaggaiahpeta,Vatsavai,Gangavelli
1043,431,6/25/2015,Tiruvuru,Vissannapeta,Tatakuntla
1045,340,6/24/2015,Tiruvuru,Tiruvuru,Kokilampadu
1047,363,6/12/2015,Mylavaram,Mylavaram,Chandragudem
1049,359,6/2/2015,Mylavaram,Mylavaram,Chandrala
1050,96,6/14/2015,Mylavaram,Vijayawada (R),Kottur tadepalli
1050,6,6/23/2015,Tiruvuru,Vissannapeta,Narasapuram
1052,458,6/6/2015,Tiruvuru,Gampalagudem,ARLAPADU
1052,89,7/14/2015,Jaggaiahpeta,Vatsavai,Makkapeta
1057,151,5/25/2015,Nandigama,Veerullapadu,Jammavaram
1057,162,6/11/2015,Nandigama,Chanderlapadu,Chinthalapadu
1058,331,6/21/2015,Tiruvuru,Tiruvuru,G.Kothuru
1060,298,5/26/2015,Nandigama,Nandigama,Chandapuram
1060,493,6/17/2015,Jaggaiahpeta,Penuganchiprolu,Intermediate
1060,152,7/9/2015,Nandigama,Chanderlapadu,Muppalla
1061,469,6/10/2015,Tiruvuru,Gampalagudem,KONIJARAL
1062,306,6/15/2015,Jaggaiahpeta,Nadigama,Jonnalagadda
1065,262,6/11/2015,Mylavaram,Reddygudem,Intermediate
1065,299,7/17/2015,Nandigama,Veerullapadu,Alluru
1066,134,6/23/2015,Jaggaiahpeta,Vatsavai,Chityala
1067,123,6/25/2015,Nandigama,Veerullapadu,Konathalapalli
1068,320,5/28/2015,Nandigama,Nandigama,Kammavaripalem
1069,269,6/30/2015,Intermediate,Intermediate,Intermediate
1074,353,6/11/2015,Mylavaram,Mylavaram,Intermediate
1077,129,6/30/2015,Jaggaiahpeta,Vatsavai,Dabbagupalli
1078,122,7/5/2015,Jaggaiahpeta,Vatsavai,Makkapeta
1078,483,7/16/2015,Intermediate,Intermediate,Intermediate
1079,450,5/28/2015,Tiruvuru,Gampalagudem,GOSAVEEDU
1079,136,6/1/2015,Jaggaiahpeta,Vatsavai,Indugapalli
1079,208,6/19/2015,Nandigama,Kanchikacherla,Keesara
1080,379,7/1/2015,Mylavaram,Mylavaram,mylavaram
1081,215,7/19/2015,Nandigama,Kanchikacherla,Kanchikacherla
1086,324,6/15/2015,Tiruvuru,Tiruvuru,Vavilala
1089,260,5/29/2015,Jaggaiahpeta,Jaggaiahpeta,Malkapuram
1090,368,6/13/2015,Mylavaram,Mylavaram,Intermediate
1090,355,6/22/2015,Mylavaram,Mylavaram,Intermediate
1091,439,7/6/2015,Tiruvuru,Vissannapeta,Vissannapeta
1091,469,7/2/2015,Tiruvuru,Gampalagudem,PENUGOLANU
1094,348,6/24/2015,Tiruvuru,Tiruvuru,Kokilampadu
1095,406,6/14/2015,Tiruvuru,A.Konduru,Cheemalapadu
1095,431,6/8/2015,Tiruvuru,Vissannapeta,Chandrupatla
1097,18,6/1/2015,Tiruvuru,Vissannapeta,Vemireddipalli
1097,362,6/29/2015,Mylavaram,Mylavaram,mylavaram
1097,302,7/8/2015,Intermediate,Intermediate,Intermediate
1098,400,6/24/2015,Tiruvuru,A.Konduru,Intermediate
1098,293,6/23/2015,Jaggaiahpeta,Nadigama,Konduru
1104,320,5/27/2015,Nandigama,Nandigama,Kammavaripalem
1105,437,6/27/2015,Tiruvuru,Vissannapeta,Putrela
1106,277,6/30/2015,Intermediate,Intermediate,Intermediate
1107,206,7/17/2015,Nandigama,Veerullapadu,Peddapuram
1109,224,7/16/2015,Nandigama,Kanchikacherla,Kanchikacherla
1111,287,6/6/2015,Mylavaram,Reddygudem,Intermediate
1112,444,6/17/2015,Tiruvuru,Gampalagudem,NEMALI
1113,319,5/29/2015,Intermediate,Intermediate,Intermediate
1113,111,7/16/2015,Jaggaiahpeta,Vatsavai,Makkapeta
1113,314,7/15/2015,Intermediate,Intermediate,Intermediate
1115,257,5/27/2015,Jaggaiahpeta,Jaggaiahpeta,Malkapuram
1116,425,6/28/2015,Intermediate,Intermediate,Intermediate
1117,292,5/26/2015,Jaggaiahpeta,Nadigama,Domaluru
1117,156,5/27/2015,Jaggaiahpeta,Jaggaiahpeta,Intermediate
1119,164,7/7/2015,Jaggaiahpeta,Jaggaiahpeta,Budavada
1121,245,7/1/2015,Intermediate,Intermediate,Intermediate
1121,292,7/1/2015,Jaggaiahpeta,Nadigama,Gollamudi
1122,164,7/10/2015,Jaggaiahpeta,Jaggaiahpeta,Budavada
1123,490,6/9/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
1124,131,6/5/2015,Jaggaiahpeta,Vatsavai,Kakaravai
1124,470,6/12/2015,Tiruvuru,Gampalagudem,NEMALI
1124,465,6/23/2015,Tiruvuru,Gampalagudem,TUNIKIPADU
1125,195,7/8/2015,Mylavaram,G. Konduru,G.kondur
1131,407,6/1/2015,Tiruvuru,A.Konduru,Krishnaraopalem
1131,387,6/28/2015,Tiruvuru,A.Konduru,A. Konduru
1132,96,5/26/2015,Mylavaram,Vijayawada (R),paidurpadu
1134,443,5/26/2015,Tiruvuru,Gampalagudem,PEDAKOMERA
1136,462,6/16/2015,Tiruvuru,Gampalagudem,GULLAPUDI
1136,215,7/17/2015,Nandigama,Kanchikacherla,Kanchikacherla
1138,353,5/21/2015,Mylavaram,Mylavaram,Tholukodu
1138,384,6/27/2015,Tiruvuru,A.Konduru,A. Konduru
1138,150,7/7/2015,Intermediate,Intermediate,Intermediate
1138,296,7/7/2015,Jaggaiahpeta,Nadigama,Maagallu
1138,229,7/20/2015,Nandigama,Chanderlapadu,Chanderlapadu
1139,362,6/12/2015,Mylavaram,Mylavaram,Chandragudem
1140,287,5/22/2015,Mylavaram,Reddygudem,Patha naguluru
1142,460,6/29/2015,Tiruvuru,Gampalagudem,GAMPALAGUDEM
1142,339,7/3/2015,Tiruvuru,Tiruvuru,G.Kothuru
1143,262,7/10/2015,Intermediate,Intermediate,Intermediate
1148,125,6/14/2015,Jaggaiahpeta,Vatsavai,Machinenipalem
1148,372,6/24/2015,Intermediate,Intermediate,Intermediate
1150,463,5/27/2015,Tiruvuru,Gampalagudem,ANUMULLANKA
1152,367,6/25/2015,Mylavaram,Mylavaram,pullur
1152,371,7/7/2015,Mylavaram,Mylavaram,mylavaram
1153,365,5/27/2015,Mylavaram,Mylavaram,Pondugala
1155,137,6/21/2015,Jaggaiahpeta,Vatsavai,Kanneveedu
1163,111,6/14/2015,Jaggaiahpeta,Vatsavai,Machinenipalem
1164,302,6/16/2015,Jaggaiahpeta,Nadigama,Rudravaram
1165,56,6/4/2015,Tiruvuru,Gampalagudem,ARLAPADU
1168,289,6/7/2015,Intermediate,Intermediate,Intermediate
1168,43,7/10/2015,Tiruvuru,Vissannapeta,Vissannapeta
1172,462,6/26/2015,Tiruvuru,Gampalagudem,LINGALA
1175,43,7/7/2015,Tiruvuru,Vissannapeta,Vissannapeta
1177,482,6/27/2015,Jaggaiahpeta,Penuganchiprolu,Intermediate
1178,467,7/7/2015,Tiruvuru,Gampalagudem,VUTUKURU
1179,160,6/15/2015,Jaggaiahpeta,Jaggaiahpeta,Bandipalem
1180,257,6/30/2015,Jaggaiahpeta,Vatsavai,Magollu
1185,222,6/14/2015,Nandigama,Kanchikacherla,Gandepalli
1185,360,6/30/2015,Mylavaram,Mylavaram,Intermediate
1186,495,6/3/2015,Jaggaiahpeta,Penuganchiprolu,Kollikulla
1188,456,5/29/2015,Tiruvuru,Gampalagudem,GOSAVEEDU
1189,218,6/10/2015,Nandigama,Kanchikacherla,Gandepalli
1189,234,7/12/2015,Nandigama,Chanderlapadu,Konayapalem
1192,449,6/15/2015,Tiruvuru,Gampalagudem,NEMALI
1192,351,7/18/2015,Mylavaram,Ibrahimpatnam,Kondapalli
1195,47,7/8/2015,Intermediate,Intermediate,Intermediate
1196,429,6/16/2015,Nandigama,Chanderlapadu,Kodavatikallu
1197,293,6/28/2015,Jaggaiahpeta,Nadigama,Konduru
1198,18,6/15/2015,Tiruvuru,Vissannapeta,Putrela
1202,393,6/18/2015,Tiruvuru,A.Konduru,Khampampadu
1202,459,7/4/2015,Tiruvuru,Gampalagudem,Intermediate
1204,419,6/8/2015,Tiruvuru,Tiruvuru,Vavilala
1205,237,6/27/2015,Jaggaiahpeta,Vatsavai,Magollu
1205,353,7/1/2015,Mylavaram,Mylavaram,mylavaram
1205,291,7/4/2015,Nandigama,Nandigama,Kanchela
1206,151,6/30/2015,Intermediate,Intermediate,Intermediate
1207,384,6/12/2015,Tiruvuru,A.Konduru,Koduru
1209,142,7/1/2015,Tiruvuru,A.Konduru,Khampampadu
1210,490,7/12/2015,Intermediate,Intermediate,Intermediate
1211,133,7/9/2015,Jaggaiahpeta,Vatsavai,Vatsavai
1216,358,5/27/2015,Mylavaram,Mylavaram,Pondugala
1218,156,6/13/2015,Jaggaiahpeta,Jaggaiahpeta,S M Peta
1220,413,5/23/2015,Tiruvuru,Tiruvuru,Akkapalem
1220,379,6/8/2015,Mylavaram,Mylavaram,Chandragudem
1221,236,7/19/2015,Nandigama,Chanderlapadu,Chanderlapadu
1221,174,7/14/2015,Intermediate,Intermediate,Intermediate
1222,49,6/12/2015,Tiruvuru,Vissannapeta,Narasapuram
1222,320,7/5/2015,Intermediate,Intermediate,Intermediate
1223,253,5/29/2015,Jaggaiahpeta,Jaggaiahpeta,Intermediate
1224,288,6/13/2015,Mylavaram,Reddygudem,Intermediate
1224,197,6/17/2015,Mylavaram,G. Konduru,Gaddamanugu
1225,362,7/3/2015,Mylavaram,Mylavaram,mylavaram
1225,336,7/8/2015,Tiruvuru,Tiruvuru,Anjaneyapuram
1228,404,6/1/2015,Tiruvuru,A.Konduru,Gopalapuram
1228,6,6/22/2015,Tiruvuru,Vissannapeta,Narasapuram
1232,313,6/10/2015,Jaggaiahpeta,Nadigama,Ramireddy palli
1232,305,7/7/2015,Intermediate,Intermediate,Intermediate
1233,355,6/8/2015,Mylavaram,Mylavaram,Velvadam
1233,26,6/11/2015,Tiruvuru,Gampalagudem,ARLAPADU
1234,252,5/27/2015,Jaggaiahpeta,Jaggaiahpeta,Malkapuram
1235,367,5/24/2015,Mylavaram,Mylavaram,Pondugala
1235,439,6/12/2015,Tiruvuru,Vissannapeta,Intermediate
1239,156,5/25/2015,Jaggaiahpeta,Jaggaiahpeta,Intermediate
1243,26,5/31/2015,Tiruvuru,Gampalagudem,KANUMURU
1244,156,6/28/2015,Jaggaiahpeta,Jaggaiahpeta,S M Peta
1244,321,7/3/2015,Intermediate,Intermediate,Intermediate
1245,141,7/3/2015,Intermediate,Intermediate,Intermediate
1246,287,6/16/2015,Mylavaram,Reddygudem,Intermediate
1246,358,7/16/2015,Mylavaram,Ibrahimpatnam,Kondapalli
1247,406,6/3/2015,Tiruvuru,A.Konduru,Gopalapuram
1247,263,6/28/2015,Mylavaram,Mylavaram,pullur
1247,177,7/6/2015,Mylavaram,G. Konduru,G.kondur
1248,104,6/1/2015,Mylavaram,Vijayawada (R),Rayanipadu
1248,136,6/29/2015,Jaggaiahpeta,Vatsavai,Dabbagupalli
1251,464,6/13/2015,Tiruvuru,Gampalagudem,GULLAPUDI
1252,445,6/24/2015,Tiruvuru,Gampalagudem,TUNIKIPADU
1252,44,7/4/2015,Tiruvuru,Gampalagudem,PENUGOLANU
1253,312,6/6/2015,Nandigama,Nandigama,Raghavapuram
1254,480,6/14/2015,Jaggaiahpeta,Penuganchiprolu,Intermediate
1258,356,6/10/2015,Mylavaram,Reddygudem,Reddygudem
1258,125,6/30/2015,Jaggaiahpeta,Vatsavai,Lingala
1265,318,6/10/2015,Nandigama,Nandigama,Intermediate
1265,115,7/16/2015,Jaggaiahpeta,Vatsavai,Makkapeta
1267,467,6/24/2015,Tiruvuru,Gampalagudem,SOBBALA
1268,181,6/26/2015,Mylavaram,G. Konduru,Velaturu
1270,270,6/13/2015,Mylavaram,Reddygudem,Intermediate
1270,250,6/26/2015,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
1270,175,6/24/2015,Mylavaram,G. Konduru,Kavuluru
1271,276,6/12/2015,Mylavaram,Reddygudem,Intermediate
1271,470,6/17/2015,Tiruvuru,Gampalagudem,NEMALI
1272,335,6/27/2015,Tiruvuru,Tiruvuru,Kokilampadu
1277,489,6/13/2015,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
1278,317,6/16/2015,Jaggaiahpeta,Nadigama,Rudravaram
1278,354,6/24/2015,Mylavaram,Mylavaram,Chandragudem
1279,410,6/25/2015,Tiruvuru,A.Konduru,Madhavaram
1279,182,7/8/2015,Mylavaram,G. Konduru,G.kondur
1281,482,5/24/2015,Jaggaiahpeta,Penuganchiprolu,Subbayamgudam
1282,194,6/11/2015,Mylavaram,G. Konduru,Koduru
1284,288,6/27/2015,Intermediate,Intermediate,Intermediate
1285,69,7/4/2015,Intermediate,Intermediate,Intermediate
1286,331,6/10/2015,Tiruvuru,Tiruvuru,Kakarla
1287,204,7/7/2015,Nandigama,Kanchikacherla,Kanchikacherla
1288,309,6/24/2015,Jaggaiahpeta,Nadigama,Konduru
1290,496,6/14/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
1290,279,6/29/2015,Intermediate,Intermediate,Intermediate
1291,295,7/8/2015,Nandigama,Nandigama,Kanchela
1296,299,6/10/2015,Jaggaiahpeta,Nadigama,Ramireddy palli
1296,475,7/15/2015,Intermediate,Intermediate,Intermediate
1300,353,6/4/2015,Mylavaram,Mylavaram,k.r.gudem
1301,102,5/26/2015,Mylavaram,Vijayawada (R),Rayanipadu
1301,126,6/16/2015,Jaggaiahpeta,Vatsavai,Kambhampadu
1302,242,6/15/2015,Jaggaiahpeta,Jaggaiahpeta,Gandrai
1302,315,7/1/2015,Nandigama,Nandigama,Thakkellapadu
1303,279,7/3/2015,Intermediate,Intermediate,Intermediate
1304,285,5/29/2015,Mylavaram,Reddygudem,Rudra varam
1306,482,6/2/2015,Jaggaiahpeta,Penuganchiprolu,venkatapuram
1307,254,5/31/2015,Nandigama,Chanderlapadu,Intermediate
1308,450,6/22/2015,Tiruvuru,Gampalagudem,DUNDIRLAPADU
1311,420,5/25/2015,Tiruvuru,Tiruvuru,Akkapalem
1312,451,7/9/2015,Tiruvuru,Gampalagudem,VUTUKURU
1313,147,6/9/2015,Jaggaiahpeta,Jaggaiahpeta,Anumanchipalli
1313,452,6/27/2015,Tiruvuru,Gampalagudem,GAMPALAGUDEM
1313,312,7/15/2015,Intermediate,Intermediate,Intermediate
1314,122,6/2/2015,Jaggaiahpeta,Vatsavai,Vemavaram
1314,130,6/11/2015,Jaggaiahpeta,Vatsavai,Vemulanarva
1314,25,7/5/2015,Tiruvuru,Gampalagudem,PENUGOLANU
1315,414,6/30/2015,Tiruvuru,Tiruvuru,Peddavaram
1319,396,6/13/2015,Tiruvuru,A.Konduru,Cheemalapadu
1325,123,6/14/2015,Nandigama,Veerullapadu,Ponnavaram
